,description,charge
8429,SCREW NCB 5X34 ST 0202150034,"1,068"
8430,SCREW NCB 5X36 ST 0202150036,"1,068"
8431,SCREW NCB 5X38 ST 0202150038,"1,068"
8432,SCREW NCB 5X40 ST 0202150040,"1,068"
8433,SCREW NCB 5X42 ST 0202150042,"1,068"
8434,SCREW NCB 5X48 ST 0202150048,"1,068"
8435,SCREW NCB 5X60 ST 0202150060,"1,068"
8436,SCREW NCB 5X70 ST 0202150070,"1,068"
8437,SCREW NCB 5X75 ST 0202150075,"1,068"
8438,SCREW NCB 5X80 ST 0202150080,"1,068"
8439,SCREW NCB 5X90 ST 0202150090,"1,068"
8440,SCREW NCB CANC 5X70 0203152070,946
8441,SCREW NCB CANC 5X80 0203152080,946
8442,SCREW NL 2.7X16MM ST 614716,298
8443,SCREW NL 2.7X38 614738,279
8444,SCREW NL 2.7X42 614742,279
8445,SCREW NL 3.5X10MM ST 614810,354
8446,SCREW NL 3.5X12MM 300257,367
8447,SCREW NL 3.5X16MM 300259,368
8448,SCREW NL 3.5X16MM 614816,437
8449,SCREW NL 3.5X18MM AR883518,211
8450,SCREW NL ANCHORAGE 3X12 PLSL3012,774
8451,SCREW NL ANCHORAGE 3X12 PLSS3012,531
8452,SCREW NL ANCHORAGE 3X14 PLSS3014,531
8453,SCREW NL ANCHORAGE 3X16 PLSS3016,531
8454,SCREW NL ANCHORAGE 3X18 PLSS3018,531
8455,SCREW NL ANCHORAGE 3X20 PLSS3020,531
8456,SCREW NL ANCHORAGE 3X22 PLSS3022,531
8457,SCREW NL ANCHORAGE 3X24 PLSS3024,531
8458,SCREW NL CORT 3.5X12MM AR883512,211
8459,SCREW NL DELTA 4.5X24 130770024,798
8460,SCREW NL3.5X12MM ST 614812,354
8461,SCREW NON LOCKING 3.5X18MM 614818,437
8462,SCREW NON LOCKING 3.5X24MM 614824,466
8463,SCREW NON LOCKING 3.5X26MM 614826,437
8464,SCREW NON LOCKING 3.5X30MM 614830,437
8465,SCREW NON LOCKING 3.5X40MM 614840,437
8466,SCREW NONLOCK 3.5X28MM 614828,466
8467,SCREW NONLOCKING 3.5X20MM 614820,466
8468,SCREW OASIS 3.5 X 12MM (48552312),"8,101"
8469,SCREW OASYS CANC 4X10 48147540,"7,093"
8470,SCREW OASYS POLY 3.5X16 48558316,"7,991"
8471,SCREW OASYS POLY4.5X24 48558524,"8,420"
8472,SCREW OASYS3.5X14MM 48552314,"8,869"
8473,SCREW PED 8.5X80 MULTIAX 9708580,"5,721"
8474,SCREW PED CANN 7.5X40 9807540,"6,568"
8475,SCREW PED POLYAX7.5X45 1059309745,"3,795"
8476,SCREW PED VALENCIA 7.5X40 9707540,"5,809"
8477,SCREW PED VALENCIA6.5X40 9706540,"5,809"
8478,SCREW PED VALENCIA6.5X45 9706545,"6,541"
8479,SCREW PED VALENCIA7.5X35 9707535,"6,541"
8480,SCREW PEDICLE TSRH 3D 6.5/40MM TI,"2,606"
8481,SCREW PEEK 5.5X8MM AR1655PS,"1,664"
8482,SCREW PERI AXSOS LOCK5X10MM370110,801
8483,SCREW PERIART 2.7X18 00235901826,355
8484,SCREW PERIART 2.7X20 00235902026,355
8485,SCREW PERIART3.5X16 ST00234801635,236
8486,SCREW PERIART3.5X26 ST00234802635,236
8487,SCREW PERIART3.5X28 ST00234802835,236
8488,SCREW PERIPROST LOCK 5X10 661310,"1,008"
8489,SCREW PERIPROST LOCK 5X12 661312,"1,008"
8490,SCREW PERPROS 5X18 LOCK 661318,"1,008"
8491,SCREW PERSONA2.5X25FEM42509902525,940
8492,SCREW PLATE GAP 15 RESTOR20800015,698
8493,SCREW PLATE GAP 20 RESTORATION,698
8494,SCREW PLATE GAP 25 RESTORATION,698
8495,SCREW POLY OCT 3.5X12 26PA3512,"6,714"
8496,SCREW POLY OCT 3.5X16 26PA3516,"6,714"
8497,SCREW POLYAX 6.5X35 1059309635,"3,795"
8498,SCREW POLYAX 6.5X40 1059302640,"3,795"
8499,SCREW POLYAX 6.5X45 1059302645,"3,795"
8500,SCREW POLYAX 6.5X45 39PA6545,"7,560"
8501,SCREW POLYAX 7.00 1059309A70,"4,962"
8502,SCREW POLYAX 7.5X40 03829740,"8,553"
8503,SCREW POLYAX 7.5X40 1059302740,"3,795"
8504,SCREW POLYAX 7.5X45 1059302745,"3,795"
8505,SCREW POLYAX 8X49 1059309A80,"3,795"
8506,SCREW POLYAX LCK2.5X22PALS25220CC,765
8507,SCREW POLYAX XIA 6.5X30 482316530,"10,680"
8508,SCREW POLYAX XIA 7.5X40 482317540,"7,093"
8509,SCREW POLYAX XIA 7.5X45 482317545,"7,093"
8510,SCREW POLYAX XIA6.5X35 482316535,"11,106"
8511,SCREW POLYAX XIA6.5X40 482316540,"11,106"
8512,SCREW QUICKFIX 2X13 AR893013,"1,284"
8513,SCREW QUICKFIX 3X30 PT AR873030PT,876
8514,SCREW QUICKFIX 4X38 AR874038PTS,963
8515,SCREW QUICKFIX CANN4X34AR874034PT,963
8516,SCREW QUICKFIXCANN4X36AR874036PTS,876
8517,SCREW QUICKFIXCANN4X40AR874040PTS,876
8518,SCREW QUICKFIXCANN4X46AR874046PTS,963
8519,SCREW QUICKFIXCANN4X48AR874048PTS,963
8520,SCREW QUICKFX CANN4X42AR874042PTS,876
8521,SCREW QUICKFX4X52 CANNAR874052PTS,963
8522,SCREW RADIUS 5.75X65 482315535,"7,093"
8523,SCREW RECON LAG 6.5X105 18976105S,974
8524,SCREW RECON LAG 6.5X70MM18976070S,"1,191"
8525,SCREW REFORM 5X30 59BP5030,"3,024"
8526,SCREW REFORM CORT 6.5X30 59BP6530,"3,024"
8527,SCREW REFORM LOCK SET 59LS0100,849
8528,SCREW REFORM TULIP 39MT0301,"4,536"
8529,SCREW REFORM TULIP 4.75 59MT0301,"4,536"
8530,SCREW REFORMPOLYAX7.5X40 39PA7540,"7,560"
8531,SCREW REFORMPOLYAX7.5X45 39PA7545,"7,560"
8532,SCREW RENION RSA4.5X40 55724540,876
8533,SCREW RESTOR6.5X40MMGAPPL20800040,698
8534,SCREW RESTOR6.5X55MMGAPPL20800055,698
8535,SCREW RESTORATION GAP (2080-0030),698
8536,SCREW REUNION 6.5X28MM 55736528,935
8537,SCREW REUNION RSA 6.5X40 55736540,876
8538,SCREW REUNION RSA4.5X20 55724520,876
8539,SCREW REUNION RSA4.5X36 55724536,876
8540,SCREW REUNION4.5X28SHOULD55724528,935
8541,SCREW REUNION4.5X32SHOULD55724532,935
8542,SCREW REVERE 6/5X30MM 11191430,"7,818"
8543,SCREW REVERE CREWO6/5X35 11191435,"7,327"
8544,SCREW RSA 4.5X16MM 55724516,935
8545,SCREW RSA 4.5X24MM 55724524,935
8546,SCREW RSA 6.5X24MM 55736524,876
8547,SCREW SCHANTZ 5.0/80/200MM SELF,997
8548,SCREW SD 1.5X4 5615904,465
8549,SCREW SD 1.5X5 NEURO 5615905,465
8550,SCREW SD 3.5X15MM G6623515,"2,977"
8551,SCREW SELF TAPPING 3.5 (212.123),764
8552,SCREW SET 10.5X80 30660080S,"3,254"
8553,SCREW SET 10.5X90 3066090S,"3,254"
8554,SCREW SET CERVICO 26SETSCREW,584
8555,SCREW SET CONNECTOR 779170005,"1,074"
8556,SCREW SET LEGACY,964
8557,SCREW SET VIPER 186715000,826
8558,SCREW SEXTANT 6.5X35,"10,249"
8559,SCREW SEXTANT 6.5X40 7576540,"10,249"
8560,SCREW SEXTANT 6.5X45,"10,249"
8561,SCREW SILOK 10X30 139502S,"16,942"
8562,SCREW SILOK 10X30 139702S,"16,055"
8563,SCREW SILOK 10X34 139505S,"16,346"
8564,SCREW SILOK 10X35 139503S,"16,942"
8565,SCREW SILOK 10X35 139703S,"16,055"
8566,SCREW SILOK 10X40 139704S,"16,055"
8567,SCREW SILOK 10X40 139706S,"16,055"
8568,SCREW SILOK 10X45 139705S,"16,055"
8569,SCREW SILOK 10X50 139506S,"16,942"
8570,SCREW SILOK HA 10X40 139504S,"16,942"
8571,SCREW SMR ST 6.5X25 842015020,731
8572,SCREW SMR ST 6.5X30 842015030,731
8573,SCREW SMR ST 6.5X35 842015040,731
8574,SCREW SOFTSILK 1.5 8X20 7207004,856
8575,SCREW SOFTSILK 2X7X20 7207256,942
8576,SCREW SOFTSILK 7X20MM 7207001,856
8577,SCREW SOFTSILK 7X25MM 7207002,856
8578,SCREW SOFTSILK 9X30MM 7207009,686
8579,SCREW SOFTSILK1.5 8X25 7207005,701
8580,SCREW SOLERA 7.5X40 55840007540,"9,820"
8581,SCREW SOVEREIGN 2.5X25 7975525,"3,738"
8582,SCREW SPINAL 3DX6.5X40 83565409,"3,563"
8583,SCREW SPINAL TSRH6.5X35 83565359,"3,339"
8584,SCREW SPINAL TSRH7.5X40MM83575409,"3,706"
8585,SCREW SPINE 4.5X15MM SD 3125515,"1,924"
8586,SCREW SPINE TSRH 7.5X45 83575459,"3,339"
8587,SCREW SPINE4.5X13MM SD 3125513,"1,924"
8588,SCREW STAR 3.5X30MM LOCK 02127130,"1,002"
8589,SCREW STAR 3.5X65MM LOCK 02127165,"1,002"
8590,SCREW STARDRIVE 3.5X40 ST02127140,"1,037"
8591,SCREW STARDRIVE 3.5X56 ST02127156,"1,037"
8592,SCREW STARDRIVE3.5X50LOCK02127150,845
8593,SCREW STREAM POLYAX4X18 26PA4018,"6,714"
8594,SCREW STREAM POLYAX4X26 26PA4026,"6,714"
8595,SCREW STREAMLINE 3.5X18 26PA3518,"6,714"
8596,SCREW STREAMLINE 4X12 26PA4012,"6,714"
8597,SCREW STREAMLINE 4X24 26PA4024,"6,714"
8598,SCREW STRMLNEPLYAX3.5X20 26PA3520,"6,714"
8599,SCREW T10 VAR 3.5X22 657422,455
8600,SCREW TCS 3.5X14 LOCK 53023514,584
8601,SCREW TENDOES 5.5X12MM AR1655PS12,"1,719"
8602,SCREW TENODESIS 5.5X10MM PEEK,"1,719"
8603,SCREW TFNA 100MM 04038200S,"5,883"
8604,SCREW TRUEPOLYAX6.5X40 1059309640,"3,795"
8605,SCREW TRUEPOLYAX6.5X45 105930964S,"3,795"
8606,SCREW TRUEPOLYAX7.5X40 1059309740,"3,795"
8607,SCREW TRUSS VAR ANG5.5X39 163639,"4,437"
8608,SCREW TSRH 3D 7.5X40 8372740,"2,113"
8609,SCREW TSRH 5X45 83555459,"3,005"
8610,SCREW TSRH-3D 5.5X40MM TI,"2,606"
8611,SCREW U-BLADE 10.5X115 30660115S,"3,254"
8612,SCREW VA 2.4X10 AR8724V10,817
8613,SCREW VALENCIA 5.5X45 9705545,"5,809"
8614,SCREW VALENCIA 5/5X40MM 9705540,"6,541"
8615,SCREW VALENCIA 7.5X45 9707545,"5,809"
8616,SCREW VALOR 5X30 4151150030,"1,740"
8617,SCREW VALOR 5X35 4151150035,"1,740"
8618,SCREW VALOR 5X40 4151150040,"1,798"
8619,SCREW VALOR 5X45 4151150045,"1,798"
8620,SCREW VALOR 5X65 4151150065,"1,512"
8621,SCREW VALOR 5X70 4151150070,"1,740"
8622,SCREW VALOR 5X80 4151150080,"1,851"
8623,SCREW VAR 2.4 X10 FT 656110,455
8624,SCREW VAR 2.4X12 FT 656112,455
8625,SCREW VAR 2.4X14 FT 656114,455
8626,SCREW VAR 2.4X16 FT 656116,455
8627,SCREW VAR 2.4X20 FT 656120,455
8628,SCREW VAR 2.7X10 4027010,249
8629,SCREW VAR 2.7X18MM NL 4027018,228
8630,SCREW VAR 2.7X20 LCK FT 657020,865
8631,SCREW VAR 2.7X24 LOCK FT 657024,865
8632,SCREW VAR 2.7X28 LOCK FT 657028,865
8633,SCREW VAR 2.7X8 NL 4027008,228
8634,SCREW VAR 3.5X10 657410,455
8635,SCREW VAR 3.5X16MM 657416,455
8636,SCREW VAR 3.5X18MM 657418,455
8637,SCREW VAR 3.5X20MM 657420,455
8638,SCREW VAR 3.5X24 657424,455
8639,SCREW VAR 3.5X32 657432,455
8640,SCREW VAR 3.5X42 657442,455
8641,SCREW VAR 3.5X44 657444,455
8642,SCREW VAR 3.5X46 657446,455
8643,SCREW VAR 3.5X50 657450,455
8644,SCREW VAR 4.5X14MM MAXAN 14521644,"2,332"
8645,SCREW VAR 4X11 SD 3120511,"1,693"
8646,SCREW VAR FOOT 2.7X28 NL 4027028,228
8647,SCREW VAR FT 2.7X14 657114,455
8648,SCREW VAR FT 3.5X12 657412,455
8649,SCREW VAR FT 3.5X14 657414,455
8650,SCREW VAR LOCK 3.5X48 657348,865
8651,SCREW VAR LOCK 3.5X8 657308,865
8652,SCREW VAR LOCK FT 3.5X12 657312,865
8653,SCREW VAR LOCK FT 3.5X14 657314,865
8654,SCREW VARANG CITADEL6.5X39 130639,"3,573"
8655,SCREW VARIAX 3.5X16 LOCK 657316,865
8656,SCREW VARIAX 3.5X24 LOCK 657324,865
8657,SCREW VARIAX 3.5X30 LOCK 657330,865
8658,SCREW VARIAX 3.5X48 657448,455
8659,SCREW VARIAX 3.5X50 LOCK 657350,865
8660,SCREW VARIAX 3.5X55 657455,455
8661,SCREW VECTRA 4X17 VAR 04613517,"1,392"
8662,SCREW VERTEX 3.5X18MM 6958718,"7,025"
8663,SCREW VERTEX 4X24 6958824,"6,332"
8664,SCREW VERTEX 4X30MM 6958830,"7,023"
8665,SCREW VERTRA 4X14MM 04613614,"1,392"
8666,SCREW VIPER2 5MM SD 286715500,"4,470"
8667,SCREW VPC 2.5X14 233225014,"3,503"
8668,SCREW VPC 2.5X16 233225016,"3,503"
8669,SCREW XCALIBER 260/25 99622625,761
8670,SCREW XCALIBER6-5.6X30 99622630,761
8671,SCREW XIA 4.5 6.5X45MM 48146545,"11,106"
8672,SCREW XIA 5.5X30 488515530,"8,553"
8673,SCREW XIA 6.5X25 482316525,"7,093"
8674,SCREW XIA 6.5X40 48146540,"10,680"
8675,SCREW XIA 7.5X35 482317535,"7,093"
8676,SCREW XIA CORT 5X30 488515030,"8,553"
8677,SCREW XIA POLYAX 5X35 488515035,"8,553"
8678,SCREW XIA POLYAX 6.5X40 488516540,"8,553"
8679,SCREW XIA POLYAX 7.5X40 488517540,"8,553"
8680,SCREW XIA POLYAX 7.5X45 482617545,"7,093"
8681,SCREW XIA POLYAX 8.5X45 482618545,"7,093"
8682,SCREW XIA SERRATO6.5X45 482616545,"7,093"
8683,SCREW XIA SERRATO7.5X40 482617540,"7,093"
8684,SCREW XIA3 5.5X30MM 482315540,"11,106"
8685,SCREW XIA3 5.5X40 48824014,"2,343"
8686,SCREW XIA3 6.5X40MM 4823716540,"11,106"
8687,SCREW ZEVO 3.5X13 7723513,"1,924"
8688,SCREW ZEVO 4X13 SD 7714013,"1,924"
8689,SCREW ZEVO 4X13MM 7724013,"1,924"
8690,SCREW5.5/6SOLER6.5X35 55840006535,"1,264"
8691,SCREWBONE EMG 1.4X5MM1.2MM5014005,431
8692,SCREWBONE VAR 2.7X22MM 4027022,242
8693,SCREWILIOSPOLYAX6.5X35 4823716535,"7,093"
8694,SCREWLOCK 5X54MM FT STAR040055445,"1,161"
8695,SCROTAL SONOGRAPHY,"1,562"
8696,SCT TRANSPORT,"3,820"
8697,SEALANT DURASEAL EXACT 5ML 206520,"6,298"
8698,SEALANT PROGEL 4ML SGL PGPS002,"5,506"
8699,SEALANT TISSEEL 4ML 1501262,"1,324"
8700,SEALER ENSEAL 22CM6.7X40NSEALX22L,"4,038"
8701,SEALER LIGASURE 18CMX36MM LF4200,"4,211"
8702,SEALER LIGASURE 18X36 LF4418,"4,039"
8703,SEALER LIGASURE37CMX19.5MM LF1537,"3,077"
8704,SEALER TIS AQUA BIPOLSGLUSE231121,"3,208"
8705,SEALER TIS ENSEAL 35CMX5ETR10335H,"3,200"
8706,SEALER TISS LIGASURE37MM LF1637,"3,066"
8707,SEALER TISSUE LIGASURE44CM LF1744,"3,693"
8708,SEALER VESSEL DAVINC ENDOWR410322,"3,474"
8709,SEAMGUARD GORE BIOABSOR(12BSGEC60,"1,057"
8710,SEAMGUARD GORE BIOABSOR(12BSGETS4,"1,057"
8711,SECOND ART MECH THROMBECT ADD-ON,"3,482"
8712,SEDIMENTATION RATE (ESR),83
8713,SEL ANGIO AFTER BASIC EXA,"11,571"
8714,"SEL CATH PL ART SYS, 2ND ORDER","2,075"
8715,"SEL CATH PL ART SYS, 3RD ORDER","2,484"
8716,"SEL CATH PL ART SYS, FIRST ORDER","1,215"
8717,"SEL CATH PL ART SYS,ADD ORDERS","2,484"
8718,SEL CATH PL INI SEC ORD OR BRACHI,953
8719,SEL CATH PL INI THIRD ORD & BEYON,"1,054"
8720,SEL CATH PL SECOND ORDER,"1,948"
8721,SEL CATH PLACMT 1ST ORD MAIN BILA,"8,435"
8722,SEL CATH PLACMT 1ST ORD MAIN RENA,"3,228"
8723,SEL.CATH.EA.2ND+ ORD-THRC/BRCEPH,335
8724,SELECTIVE CATHETER PLACEMENT ARTE,"1,980"
8725,SELEGILINE TAB 5MG,13
8726,SELENIUM,599
8727,SELENIUM 1% SHAMPOO 120ML,23
8728,"SELENIUM TAB, 50MCG",0
8729,"SELENIUM, 4 MCG/ML, INJ (NICU)",0
8730,SEMEN EXAM POST VASECTOMY,83
8731,SEMITEN TENDON 200-220 453015,"9,633"
8732,SEMITEND TENDON200-220 443015,"9,633"
8733,SEN-BRAINSTEM AUDITORY EVOK(BAER),891
8734,SEN-CRANIAL NERVES BILATERAL,619
8735,SEN-CRANIAL NERVES UNILATERAL,412
8736,SEN-EMG-BILATERAL/UNILAT,206
8737,SEN-INTRAOP TESTING PER 15 MIN,28
8738,"SENNA SYRUP, 15 ML (UD)",11
8739,SENNA TAB,0
8740,SENOKOT S TAB,1
8741,SENSOR WIRE 0.38 AN (M0066703101),331
8742,SENSOR WIRE 0.38 ST (M0066703091),331
8743,SEN-SSEP UPPER & LOWER (BOTH),"1,554"
8744,SEN-SSEP UPPER ONLY,824
8745,SEN-TCEMEP UPPER & LOWER (BOTH),"1,154"
8746,SEN-TCEMEP UPPER ONLY,479
8747,"SEPARATOR,PENUMBRA","18,554"
8748,SEPRAFILM BARRIER,"1,435"
8749,SEPRAFILM BARRIER FILM5X6 4301-02,"1,666"
8750,SEPTAL DEFECT IMP SYS,"47,248"
8751,SEROTONIN-BLOOD,729
8752,SERTRALINE 50MG TAB,2
8753,SERTRALINE ORAL CONC 20MG/ML,23
8754,SERUM OSMOLALITY,159
8755,SERUM VISCOSITY,142
8756,SET BONE GRAFT OATS10MM AR198110S,"3,134"
8757,SET IRRIGATION LEV 1 DISP IR600,333
8758,SET NEPH CYBERWAND SGLUSE CWRBPBX,"4,858"
8759,SET NEPH7FRX18CM CATH STENTG14510,509
8760,SET PERCUT NEPPROT24FRX30CMG14333,457
8761,SET SCREW 4.75MM BREAKOFF 5440030,"1,189"
8762,SET SCREW 5/6 5540430,"1,932"
8763,SET SCREW 8MM RETROGRADE18470001S,829
8764,SET SCREW INFINITY 3600315,657
8765,SET SCREW SOLERA BREAKOFF 5540030,"1,326"
8766,SET SCREW TSRH 3DX 8351500,998
8767,SET STRAP ARM WRIST 10170060,294
8768,SET TRANSFER BAXTER 5C4482,314
8769,SET TUBING ACCULIF SGLUSE 905103,"4,116"
8770,"SET, HEMO CATH DIALYSIS",357
8771,"SET,FAST TRACK TUNNELER-#42-3500","1,138"
8772,"SEVELAMER PWD PKT, 0.8 GM",107
8773,"SEVELAMER TAB, 400MG",22
8774,"SEVELAMER TAB, 800MG",48
8775,SEX HORMONE BIND GLOBULIN,502
8776,SGOT,119
8777,SGPT,124
8778,SHAFT REAM BISCUT8X510MM02278510S,605
8779,SHAFT REAMERBIXCUT8X284 02278240S,908
8780,SHEALTH 20MM RETRIEV KIT,"2,043"
8781,SHEALTH 24FRX17CM 994081,188
8782,SHEALTH AFX 17FR DISP S1745,"2,105"
8783,SHEAR HARMONIC ACE 5MM LAPAROS,"3,507"
8784,SHEAR HARMONIC FOCUS 9CM HAR9F,"2,935"
8785,SHEAR HARMONIC WAVE 18CMX8.5MM,"2,456"
8786,SHEAR LAP HARM ACE 5MMX45CMACE45E,"3,956"
8787,SHEATH 14FR 4.6X5.5X28 DSL1428,"1,558"
8788,SHEATH 19FR 30CM FH604SU,"1,444"
8789,SHEATH BIO INTRAFIX LARGE 254628,"1,289"
8790,SHEATH DRY 18FR6.1X6.8X28DSL1828,"1,911"
8791,SHEATH DRYSEAL INTROD 12F DSF1245,"3,649"
8792,SHEATH DRYSEAL INTROD15FR DSF1533,"1,652"
8793,SHEATH DRYSL12FR 4.3X5X28DSL1228,"1,620"
8794,SHEATH DRYSL16FR5.3X6.2X28DSL1628,"1,620"
8795,SHEATH ENDOSCRUB 4MM WOLF 1912008,375
8796,SHEATH GORE DRY SEAL 12FR SDV1228,"1,609"
8797,SHEATH GORE DRY SEAL 18FR SDV1828,"1,898"
8798,SHEATH INTRO 6FR 55CM 401655M,117
8799,SHEATH INTROD 7F 23CM 401723M,117
8800,SHEATH IVC TULIP RETREIVAL G13287,"1,803"
8801,SHEATH MENISCAL DART 15D AR300715,536
8802,SHEATH PINN 5FR 10CM RSP502,135
8803,SHEATH PINNACLE 10CM RSB802,135
8804,SHEATH PINNACLE 10CM6FR RSB602,135
8805,SHEATH PINNACLE 5FR 45CM 5454501,520
8806,SHEATH PINNACLE 7FR 10CM RSB702,"1,354"
8807,SHEATH PINNACLE 8FR RSB804H,143
8808,SHEATH RENAL LONG,268
8809,SHEATH SHUTTLE 6FR 90 G13264,900
8810,SHEATH SOLOPATH 19-23FR SR1935,"4,495"
8811,SHEATH STAPLER 45 DAVINCI 410370,117
8812,SHEATH TIB BIOINTRA8.9X30MM254629,"1,289"
8813,SHEATH URET 12FR 35CM SZ2 B7016,584
8814,SHEATH URETERAL FLEXOR 12 FRX35CM,843
8815,SHEATH URETERAL FLEXOR ACCESS 12,843
8816,"SHEATH, ALL",389
8817,"SHEATH, DIAGNOSTIC LONG",423
8818,"SHEATH, LOCKING",583
8819,SHEATHDRYSEALFLEXINTROD18FDSF1833,"2,014"
8820,SHELL 50MM CLUST HL TRIT 5020350D,"7,358"
8821,SHELL 54MM TRITAN HEMI 5020354E,"7,358"
8822,SHELL ACE TRID32X6MM10D663-10-32D,"8,941"
8823,SHELL ACET 28X54MM W/LIN 71322054,"3,349"
8824,SHELL ACET 3H SZD 50 110010243,"25,232"
8825,SHELL ACET 45MM 00500104500,"2,734"
8826,SHELL ACET 56MM SZF 110010266,"17,928"
8827,SHELL ACET LEGEND 3H 48 1700548,"5,254"
8828,SHELL ACET LEGEND 50MM 1700550,"5,254"
8829,SHELL ACET LEGEND 52MM 1700552,"5,254"
8830,SHELL ACET LEGEND 54MM 3H 1700554,"5,254"
8831,SHELL ACET LEGEND 56MM 1700556,"5,254"
8832,SHELL ACET LEGEND 58MM 1700558,"5,254"
8833,SHELL ACET LEGEND 60MM 1700560,"5,254"
8834,SHELL ACET LEGEND 62MM 1700562,"5,254"
8835,SHELL ACET LEGEND 68 1700568,"5,254"
8836,SHELL ACET OSSEO SZC 48 110010242,"25,232"
8837,SHELL ACET OSSEO SZF 56 110010246,"25,232"
8838,SHELL ACET PINNACLE 44MM121730044,"8,037"
8839,SHELL ACET SZ52LL 00875705202,"16,977"
8840,SHELL ACET TRID 44MM 5421144C,"3,924"
8841,SHELL ACET TRID 62MM 542-11-62H,"3,924"
8842,SHELL ACET TRID SZG62MM509-02-62G,"17,943"
8843,SHELL ACET TRIDENT 7020460G,"6,432"
8844,SHELL ACET TRIDENT PSL HA 46MM,"3,924"
8845,SHELL ACET TRIDENT PSL HA 56MM,"3,924"
8846,SHELL ACET TRIDENT SZB 7020444B,"6,432"
8847,SHELL ACET TRIDENT SZC 7020446C,"6,432"
8848,SHELL ACET TRIDENT SZD 7020450D,"6,432"
8849,SHELL ACET TRIDENT SZE 7020452E,"6,432"
8850,SHELL ACET TRIDENT SZE54 7020454E,"6,432"
8851,SHELL ACET TRIDENT SZF56 7020456F,"6,461"
8852,SHELL ACET TRIDENT SZF58 7020458F,"6,432"
8853,SHELL ACET TRIDENTSZF60MM5090260F,"17,943"
8854,SHELL ACETAB 54MM TRIDENT PSL HA,"3,924"
8855,SHELL ACETABULAR 48MM R3 3 HOLE,"4,860"
8856,SHELL ACETABULAR 50MM R3 3 HOLE,"4,860"
8857,SHELL ACETABULAR 54MM R3 3 HOLE,"4,860"
8858,SHELL ACETABULAR 56MM R3.3 HOLE,"4,860"
8859,SHELL ACETABULAR 58MM R3 3 HOLE,"4,860"
8860,SHELL ACETABULAR 60MM R 3 3 HOLE,"4,860"
8861,SHELL ACETABULAR 62MM R3 3 HOLE,"4,860"
8862,SHELL ACETABULAR TRIDENT 48MM,"3,924"
8863,SHELL ACETABULAR TRIDENT 50MM,"3,924"
8864,SHELL ACETABULAR TRIDENT 52MM,"3,924"
8865,SHELL ACETABULAR TRIDENT 58MM,"3,924"
8866,SHELL ACETABULAR TRIDENT 60MM,"3,924"
8867,SHELL ACETABULUM 52MM R3 3,"4,860"
8868,SHELL ACETCMTLESS SZF54 110010245,"25,232"
8869,SHELL ACETTRIDENT SZH 68 5090268H,"16,165"
8870,SHELL ACT COCR 22X41 71322041,"3,028"
8871,SHELL BIPOLAR 28MM/53MM,"3,349"
8872,SHELL RESTOR SZE 62LFT 5040262EL,"24,666"
8873,SHELL RESTOR SZF 66 5040266FR,"24,666"
8874,SHELL RESTOR SZF 68 5040268FL,"24,666"
8875,SHELL RESTOR SZG 72RT 5040272GR,"24,666"
8876,SHELL TANDEM 28X50,"3,349"
8877,SHELL TRAB REV SZ60 00700006020,"19,395"
8878,SHELL TRIDENT 54MM HEMISPHERICAL,"17,943"
8879,SHELL TRIDENT 56MM HEMISPHERICAL,"17,943"
8880,SHELL TRIDENT 58MM HEMISPHERE,"17,943"
8881,SHELL TRIDENT 64MM H (509-02-64G),"17,943"
8882,SHELL TRIDENT 72MM H (509-02-721),"16,846"
8883,SHELL TRIDENT SZ D 48 7020448D,"6,432"
8884,SHIELD FACET5 HOOD PEEL0400800100,143
8885,SHOULDER 1 VIEW,551
8886,SHOULDER 2 VIEWS,695
8887,SHUNT ADJ VALVE STRATA 42866,"22,350"
8888,SHUNT COR 1.25X16.25MM OF1250,577
8889,SHUNT COR 1.5X16.25MM OF1500,577
8890,SHUNT COR 1.75X17.5MM OF1750,577
8891,SHUNT COR 2.25X18.5MM OF2250,577
8892,SHUNT COR 2X18MM OF2000,577
8893,SHUNT COR 3X20MM OF3000,577
8894,SHUNT CORANARY AXIS 2.75MM SHORT,577
8895,SHUNT CORONARY AXIS 2.5MM SHORT,577
8896,SHUNT FLOTHRU 1.5MM FT12150,341
8897,SHUNT FLOTHRU 1.75MM (FT12175),330
8898,SHUNT FLOTHRU 2.0MM FT12200,360
8899,SHUNT FLOTHRU 2.25MM FT12225,330
8900,SHUNT FLOTHRU 2.5 FT12250,406
8901,SHUNT FLOTHRU 2.75 FT12275,406
8902,SHUNT JAVID CAROTID BYPASS 5/BX,616
8903,SICKLE CELL EXAM,284
8904,"SILDENAFIL TAB, 20MG",115
8905,SILICONE SHEET 2X3 5013S23,164
8906,SILICONE SHEET 6X8 5013568,938
8907,SILVER NITRATE STICKS 100'S,4
8908,SILVER NITRATE STICKS 10'S,4
8909,"SILVER SULFADIAZINE CR, 1% (85G)",149
8910,"SILVER SULFADIAZINE CR,1% (50G)",85
8911,"SILVER SULFADIZINE CR,1% (400G)",363
8912,SIM RPR WND 2.5CM OR LS,"1,130"
8913,"SIM RPR WND,12.6-20.0CM","1,137"
8914,"SIM RPR WND,12.6-20.0CM(FACE)","1,138"
8915,"SIM RPR WND,2.5-5.0CM(FACE)","1,135"
8916,"SIM RPR WND,2.5CM OR LS (FACE)","1,135"
8917,"SIM RPR WND,2.6-7.5CM","1,130"
